10,635,0.007491
10,2087,0.036438
10,3892,0.044202
10,8,0.000143
10,22320,0.251343
10,27767,0.366211
10,10137,0.127446
10,695,0.012080
10,20653,0.241789
10,1698,0.021940
10,13750,0.157754
10,6177,0.090476
10,37064,0.420150
10,6066,0.070940
10,14096,0.185862
10,13986,0.183157
10,27166,0.375344
10,495,0.006207
10,5289,0.076236
10,917,0.010852
10,14065,0.159491
10,3714,0.043375
10,6657,0.076744
10,3358,0.038583
10,532,0.006450
10,5429,0.066264
10,7655,0.089522
10,3380,0.038590
10,21458,0.248686
10,20873,0.241247
10,29563,0.351723
10,10760,0.123977
10,20924,0.246258
10,282,0.003669
10,10824,0.128095
10,2862,0.035327
10,11826,0.177174
10,2755,0.033751
10,557,0.006493
10,19073,0.217345
10,11349,0.131711
10,6315,0.070999
10,4847,0.054463
10,5381,0.063976
10,14730,0.189880
10,5443,0.064201
10,4772,0.064734
10,11145,0.130291
10,3391,0.039870
10,8763,0.103170
10,1676,0.019857
10,8260,0.094858
10,6133,0.068548
10,18966,0.218609
10,3496,0.039865
10,2218,0.026474
10,2759,0.032687
10,785,0.009020
10,2232,0.026956
10,4984,0.056868
10,4134,0.065820
10,30372,0.358846
10,8324,0.101238
10,1368,0.016066
10,3307,0.037703
10,7721,0.093225
10,14700,0.179219
10,8707,0.115581
10,514,0.006191
10,7575,0.088921
10,24923,0.283047
10,11677,0.140838
10,5578,0.064161
10,10888,0.126016
10,10335,0.124514
10,12668,0.234079
10,6101,0.070269
10,1289,0.015199
10,2853,0.034389
10,9634,0.114757
10,17529,0.205891
10,19481,0.233928
10,2,0.000077
10,2375,0.027451
10,6126,0.074443
10,9267,0.148397
10,4965,0.057408
10,990,0.012247
10,11378,0.126939
10,10,0.000167
10,37986,0.438938
10,5666,0.063220
10,3172,0.036656
10,15372,0.187845
10,7374,0.093909
10,6302,0.087785
10,13104,0.147327
10,18321,0.255512
10,19359,0.225285
10,9694,0.141787
10,15096,0.161687
10,6090,0.088519
10,14971,0.166539
10,1079,0.029715
10,26990,0.280805
10,415,0.008623
10,11459,0.143274
10,338,0.003976
10,1770,0.018908
10,630,0.006860
10,3676,0.043917
10,3343,0.039880
10,4155,0.047667
10,13158,0.145092
10,6829,0.085826
10,3083,0.053950
10,14619,0.165504
10,5972,0.090067
10,510,0.006957
10,9961,0.125406
10,5374,0.064202
10,19949,0.211032
10,11492,0.153438
10,34539,0.398961
10,13483,0.160951
10,35580,0.382403
10,3946,0.071214
10,12191,0.127079
10,30693,0.348319
10,22101,0.239114
10,20114,0.221748
10,10570,0.138337
10,46762,0.494600
10,3874,0.051042
10,14161,0.180280
10,14103,0.174966
10,1104,0.011777
10,7702,0.079085
10,5314,0.066547
10,3478,0.059473
10,1195,0.015833
10,7632,0.100763
10,26186,0.290861
10,25365,0.280984
10,51,0.001514
10,12504,0.150562
10,4860,0.069367
10,578,0.008135
10,7925,0.109814
10,2079,0.034111
10,5445,0.073915
10,34940,0.393052
10,3850,0.048521
10,649,0.009118
10,6965,0.080106
10,4736,0.051733
10,9416,0.104005
10,27784,0.290185
10,342,0.004756
10,2976,0.037766
10,20824,0.247990
10,11818,0.124519
10,6610,0.083062
10,28895,0.319797
10,1820,0.041831
10,2012,0.027739
10,26098,0.290771
10,9490,0.098311
10,4923,0.069815
10,4322,0.062260
10,12645,0.144027
10,681,0.007037
10,859,0.011714
10,7547,0.093178
10,16413,0.195785
10,25243,0.278713
10,4637,0.064035
10,28336,0.311388
10,20136,0.220622
10,7857,0.084029
10,16303,0.193709
10,7470,0.105275
10,8316,0.117022
10,1188,0.015262
10,622,0.007745
10,3603,0.051269
10,1093,0.011865
10,32859,0.369349
10,1119,0.013322
10,20015,0.225793
10,4502,0.069749
10,1097,0.016941
10,4141,0.053093
10,15346,0.159184
10,30031,0.309070
10,2713,0.034274
10,11626,0.131093
10,2569,0.030895
10,16584,0.178129
10,246,0.003397
10,9719,0.115263
10,9627,0.138001
10,21780,0.228316
10,20595,0.216943
10,5403,0.058204
10,9303,0.099664
10,6264,0.070858
10,14394,0.174922
10,5104,0.052401
10,14688,0.157457
10,3475,0.036530
10,7922,0.111551
10,1695,0.021009
10,743,0.010126
10,13486,0.166163
10,59149,0.702237
10,8475,0.091894
10,23326,0.260695
10,6230,0.074734
10,9845,0.105517
10,19497,0.279434
10,11205,0.121621
10,38743,0.432196
10,5899,0.065283
10,10672,0.121051
10,24940,0.296104
10,12292,0.126990
10,27606,0.291090
10,4398,0.056677
10,4339,0.065414
10,1150,0.019162
10,10606,0.140034
10,20972,0.228355
10,667,0.007492
10,7377,0.103809
10,19891,0.207984
10,3274,0.036912
10,19128,0.210738
10,1227,0.017077
10,22618,0.261095
10,7822,0.096135
10,19807,0.215428
10,2688,0.043374
10,11243,0.141628
10,596,0.016342
10,777,0.025325
10,353,0.004824
10,7793,0.095673
10,20715,0.219860
10,21496,0.253691
10,12584,0.152619
10,14456,0.165322
10,1741,0.023818
10,16875,0.184994
10,5712,0.062336
10,39958,0.521564
10,15845,0.165110
10,29432,0.318233
10,5675,0.066228
10,5122,0.066394
10,248,0.007140
10,1879,0.035385
10,7238,0.086452
10,14538,0.155117
10,4823,0.062541
10,55962,0.616853
10,20478,0.244370
10,3832,0.042870
10,13400,0.146872
10,7600,0.091809
10,3321,0.038784
10,2207,0.028805
10,25179,0.286147
10,27482,0.289709
10,1634,0.020640
10,20653,0.220597
10,13631,0.158451
10,14544,0.163581
10,1467,0.018725
10,28205,0.304148
10,15182,0.163190
10,6834,0.070927
10,3042,0.041829
10,1797,0.024249
10,3536,0.041985
10,1762,0.021704
10,3383,0.041365
10,15015,0.170227
10,2,0.000089
10,4051,0.042304
10,1052,0.013837
10,54396,0.578156
10,3305,0.045203
10,16411,0.195538
10,3773,0.054319
10,21467,0.254894
10,1473,0.041844
10,4986,0.075328
10,25218,0.374877
10,41188,0.441859
10,22408,0.251159
10,2097,0.023510
10,16884,0.198833
10,19495,0.217296
10,25792,0.296872
10,8235,0.115267
10,11371,0.164382
10,965,0.013082
10,3427,0.047566
10,638,0.008853
10,1882,0.024144
10,5721,0.064668
10,23285,0.281880
10,7886,0.111462
10,20138,0.238441
10,28688,0.346677
10,33492,0.373156
10,6153,0.072107
10,671,0.018557
10,16658,0.240236
10,39024,0.410665
10,10613,0.116358
10,2268,0.035337
10,758,0.008911
10,3542,0.055221
10,5545,0.082460
10,387,0.005286
10,7275,0.088578
10,9665,0.120307
10,508,0.007077
10,16718,0.189836
10,12512,0.133270
10,3063,0.044587
10,13830,0.151450
10,186,0.002346
10,9906,0.116325
10,49922,0.609972
10,24245,0.264796
10,9376,0.100703
10,3397,0.040049
10,6541,0.075726
10,3573,0.042094
10,747,0.010684
10,1187,0.021383
10,6008,0.069532
10,18386,0.234021
10,23134,0.244958
10,4163,0.048443
10,7546,0.083468
10,1797,0.042915
10,22807,0.253944
10,1006,0.014973
10,9838,0.111664
10,1672,0.019438
10,2146,0.023635
10,1860,0.019104
10,13963,0.147868
10,406,0.005546
10,890,0.012130
10,22264,0.273166
10,7677,0.108219
10,13933,0.171849
10,2247,0.026365
10,65971,0.701781
